,day_number,weekday,daily_light_mean,daily_steps,quarter,user_id
11,12,2,25.93051,3656,2,ebd6f819
12,13,3,41.561077,5920,2,ebd6f819
13,14,4,90.32471,6004,2,ebd6f819
14,15,5,27.207474,5115,2,ebd6f819
15,16,6,7.624717,345,2,ebd6f819
16,17,7,8.917336,6,2,ebd6f819
17,18,1,1.182813,1,2,ebd6f819
18,19,2,1.2803737,0,2,ebd6f819
19,20,3,1.1761688,0,2,ebd6f819
20,21,4,1.0708351,0,2,ebd6f819
21,22,5,1.0354973,0,2,ebd6f819
0,1,4,252.30156,1193,2,bd4ccd4c
1,2,5,61.91902,3037,2,bd4ccd4c
2,3,6,19.99528,4958,2,bd4ccd4c
3,4,7,139.65118,7363,2,bd4ccd4c
4,5,3,0.5,17,3,bd4ccd4c
5,6,4,262.52707,1589,3,bd4ccd4c
6,7,5,5.193676,1049,3,bd4ccd4c
7,8,6,130.4376,2761,3,bd4ccd4c
8,9,7,194.03383,1554,3,bd4ccd4c
9,10,1,3.2479582,550,3,bd4ccd4c
10,11,2,3.4390504,313,3,bd4ccd4c
11,12,3,3.6829393,5,3,bd4ccd4c
12,13,4,4.0943837,0,3,bd4ccd4c
13,14,5,4.22043,0,3,bd4ccd4c
14,15,6,4.533103,0,3,bd4ccd4c
15,16,7,4.706356,0,3,bd4ccd4c
16,17,1,4.9225135,0,3,bd4ccd4c
17,18,2,5.1280327,0,3,bd4ccd4c
18,19,3,5.3838353,0,3,bd4ccd4c
19,20,4,5.5776653,0,3,bd4ccd4c
20,21,5,6.2728114,0,3,bd4ccd4c
21,22,1,6.8151793,0,3,bd4ccd4c
22,23,2,6.881839,0,3,bd4ccd4c
23,24,3,7.06809,0,3,bd4ccd4c
24,25,4,7.855638,0,3,bd4ccd4c
25,26,5,7.8560405,0,3,bd4ccd4c
26,27,7,8.033851,0,3,bd4ccd4c
27,28,1,8.312581,0,3,bd4ccd4c
28,29,2,11.451015,0,3,bd4ccd4c
29,30,3,20.54205,2378,3,bd4ccd4c
30,31,4,235.07549,7263,3,bd4ccd4c
31,32,5,70.834984,4657,3,bd4ccd4c
32,33,6,42.6539,872,3,bd4ccd4c
33,34,7,16.886057,1,3,bd4ccd4c
34,35,1,0.90947497,0,3,bd4ccd4c
35,36,2,2.453073,0,3,bd4ccd4c
36,37,3,2.250312,0,3,bd4ccd4c
37,38,4,7.334611,0,3,bd4ccd4c
38,39,5,5.808847,281,3,bd4ccd4c
39,40,6,77.20066,444,3,bd4ccd4c
40,41,7,14.875887,9,3,bd4ccd4c
41,42,1,6.702105,86,3,bd4ccd4c
42,43,2,4.683403,0,3,bd4ccd4c
43,44,3,4.3236117,1,3,bd4ccd4c
44,45,4,5.4299245,1,3,bd4ccd4c
45,46,5,10.777236,0,3,bd4ccd4c
46,47,1,3.4823728,6,3,bd4ccd4c
47,48,2,3.3496091,0,3,bd4ccd4c
48,49,3,3.2574303,1,3,bd4ccd4c
49,50,5,3.7636275,0,3,bd4ccd4c
50,51,1,13.484782,4,3,bd4ccd4c
0,1,4,19.364294,2549,4,5ddbac80
1,2,5,6.7391486,1317,4,5ddbac80
2,3,6,14.378212,2,4,5ddbac80
3,4,7,11.0552635,1691,4,5ddbac80
4,5,1,11.694252,0,4,5ddbac80
5,6,2,9.163454,0,1,5ddbac80
6,7,3,5.973444,673,1,5ddbac80
7,8,4,18.842127,1262,1,5ddbac80
8,9,5,2.9412994,447,1,5ddbac80
9,10,6,1.6327254,0,1,5ddbac80
10,11,1,4.70109,15,1,5ddbac80
11,12,2,6.8457427,0,1,5ddbac80
12,13,3,7.667454,17,1,5ddbac80
13,14,4,1.8397641,0,1,5ddbac80
14,15,5,3.1725261,3,1,5ddbac80
15,16,6,14.438035,1659,1,5ddbac80
16,17,7,27.590372,0,1,5ddbac80
17,18,1,14.3942,0,1,5ddbac80
18,19,2,8.049051,1,1,5ddbac80
19,20,3,0.6518978,0,1,5ddbac80
20,21,4,0.91951966,0,1,5ddbac80
21,22,5,5.483104,267,1,5ddbac80
22,23,6,15.388628,27,1,5ddbac80
23,24,7,16.183311,237,1,5ddbac80
24,25,1,29.4603,9,1,5ddbac80
25,26,2,24.509184,42,1,5ddbac80
0,1,5,37.331676,4019,3,e4762a2b
1,2,6,214.26698,1758,3,e4762a2b
2,3,7,249.875,4114,3,e4762a2b
0,1,3,156.94272,929,2,0983654b
1,2,4,99.028,2324,2,0983654b
2,3,5,287.52057,3368,2,0983654b
3,4,6,97.10939,7708,2,0983654b
4,5,7,52.914383,3251,2,0983654b
5,6,1,30.358072,104,2,0983654b
6,7,3,0.24959862,0,2,0983654b
7,8,4,3.4166172,0,2,0983654b
8,9,5,38.63511,4,2,0983654b
9,10,7,4.0655594,4,3,0983654b
10,11,1,0.20481883,0,3,0983654b
11,12,2,0.65598994,0,3,0983654b
12,13,3,96.41306,240,3,0983654b
13,14,4,28.75,0,3,0983654b
14,15,5,20.344395,0,3,0983654b
15,16,6,11.444444,0,3,0983654b
16,17,7,7.4052095,0,3,0983654b
17,18,1,29.331305,0,3,0983654b
18,19,2,0.5,0,3,0983654b
19,20,3,58.1,0,3,0983654b
20,21,4,7.942511,0,3,0983654b
21,22,5,0.29628077,0,3,0983654b
22,23,6,2.6483617,0,3,0983654b
23,24,1,58.655117,165,3,0983654b
24,25,2,8.105248,0,3,0983654b
25,26,3,5.740832,2,3,0983654b
26,27,4,0.6388709,0,3,0983654b
27,28,5,0.23646604,0,3,0983654b
28,29,6,0.92370695,0,3,0983654b
29,30,7,1.1616963,9,3,0983654b
30,31,1,13.597661,110,3,0983654b
0,1,4,25.231937,1209,2,f6d879aa
1,2,5,14.769763,3348,2,f6d879aa
2,3,6,26.526102,3241,2,f6d879aa
3,4,7,40.647984,4847,2,f6d879aa
4,5,1,22.930004,2638,2,f6d879aa
5,6,2,11.478183,2938,2,f6d879aa
6,7,3,25.49317,2583,2,f6d879aa
7,8,4,13.067531,2133,2,f6d879aa
8,9,5,11.375432,3545,2,f6d879aa
9,10,6,27.282602,4697,2,f6d879aa
10,11,7,49.502335,4565,2,f6d879aa
11,12,1,19.537857,1741,2,f6d879aa
12,13,2,8.723642,2327,2,f6d879aa
13,14,3,28.710983,3150,2,f6d879aa
14,15,4,31.012789,2750,2,f6d879aa
15,16,5,21.100363,1075,2,f6d879aa
16,17,6,8.905821,119,2,f6d879aa
17,18,7,35.942852,3977,2,f6d879aa
18,19,1,38.07286,2032,2,f6d879aa
19,20,2,20.457142,1812,2,f6d879aa
20,21,3,66.53277,3000,2,f6d879aa
21,22,4,72.77488,3362,2,f6d879aa
22,23,5,16.845985,2941,2,f6d879aa
23,24,6,9.5,0,2,f6d879aa
0,1,1,127.31883,5043,4,c5cfaeae
1,2,2,107.934166,6611,4,c5cfaeae
2,3,3,149.20955,6473,4,c5cfaeae
3,4,4,67.030365,7511,4,c5cfaeae
4,5,5,36.104637,6600,4,c5cfaeae
5,6,6,43.54101,5551,4,c5cfaeae
6,7,7,314.61102,8786,4,c5cfaeae
7,8,1,13.343587,6466,4,c5cfaeae
8,9,2,70.36911,5302,4,c5cfaeae
9,10,3,95.70809,6637,4,c5cfaeae
10,11,4,16.583355,7274,4,c5cfaeae
11,12,5,33.157475,6559,4,c5cfaeae
12,13,6,32.277,6498,4,c5cfaeae
13,14,7,97.55233,5455,4,c5cfaeae
14,15,1,35.132885,4970,4,c5cfaeae
15,16,2,42.05345,5723,4,c5cfaeae
16,17,3,62.41732,6067,4,c5cfaeae
17,18,4,17.271671,4411,4,c5cfaeae
18,19,5,5.9717975,8,4,c5cfaeae
19,20,6,2.633264,0,4,c5cfaeae
20,21,7,6.6505218,0,4,c5cfaeae
21,22,4,9.214467,0,4,c5cfaeae
22,23,7,11.373165,0,4,c5cfaeae
23,24,2,11.561565,259,4,c5cfaeae
24,25,3,36.445156,6945,4,c5cfaeae
25,26,4,3.2643719,35,4,c5cfaeae
26,27,5,5.6602755,2070,4,c5cfaeae
27,28,6,15.80307,16,4,c5cfaeae
28,29,7,30.909212,0,4,c5cfaeae
29,30,1,45.9387,215,4,c5cfaeae
30,31,2,63.944897,36,4,c5cfaeae
0,1,4,71.1948,1784,3,cd703872
1,2,5,23.545038,1999,3,cd703872
2,3,6,28.956757,3253,3,cd703872
3,4,7,32.25658,3475,4,cd703872
4,5,1,21.112823,2860,4,cd703872
5,6,2,75.50708,3393,4,cd703872
6,7,3,14.225673,2456,4,cd703872
7,8,4,19.273485,2083,4,cd703872
8,9,5,40.000847,2470,4,cd703872
9,10,6,98.087166,978,4,cd703872
0,1,1,46.78335,1135,4,ea544af3
1,2,2,100.07338,1672,4,ea544af3
2,3,3,19.091396,2115,4,ea544af3
3,4,4,15.170457,1309,4,ea544af3
4,5,5,33.443607,3050,4,ea544af3
5,6,6,66.92191,1490,4,ea544af3
6,7,7,62.821854,382,4,ea544af3
7,8,1,8.337979,909,4,ea544af3
8,9,2,1.1699165,0,4,ea544af3
9,14,7,10.56377,313,1,ea544af3
10,15,1,19.331287,2737,1,ea544af3
11,16,2,14.263164,1668,1,ea544af3
12,17,3,20.823366,1471,1,ea544af3
13,18,4,34.934643,1983,1,ea544af3
14,19,5,13.685574,1228,1,ea544af3
15,20,6,21.674707,1894,1,ea544af3
16,21,7,19.63794,1481,1,ea544af3
17,22,1,84.38941,4,1,ea544af3
18,23,2,0.0,0,1,ea544af3
0,1,5,24.154476,1053,1,ec6b57b4
1,2,6,18.394257,2212,1,ec6b57b4
2,3,7,11.364577,3444,1,ec6b57b4
3,4,1,5.407837,6957,1,ec6b57b4
4,5,2,7.8480787,5174,1,ec6b57b4
5,6,3,7.9351516,4988,1,ec6b57b4
6,7,4,4.8623343,701,1,ec6b57b4
0,1,1,7.885834,3687,1,e4d396d7
1,2,2,14.32996,5288,1,e4d396d7
2,3,3,11.2643175,5280,1,e4d396d7
3,4,4,13.767833,7409,1,e4d396d7
4,5,5,3.9002635,6167,1,e4d396d7
5,6,6,4.130408,7804,1,e4d396d7
6,7,7,6.360278,4766,1,e4d396d7
7,8,1,9.731297,3868,1,e4d396d7
8,9,2,18.675825,4553,1,e4d396d7
9,10,3,40.527847,6189,1,e4d396d7
10,11,4,34.947754,5909,1,e4d396d7
11,12,5,21.068861,5677,1,e4d396d7
12,13,6,46.41271,7757,1,e4d396d7
13,14,7,17.947346,2879,1,e4d396d7
14,15,1,16.52171,5303,1,e4d396d7
15,16,2,17.166243,3957,1,e4d396d7
16,17,3,5.643514,3981,1,e4d396d7
17,18,4,14.244414,6512,1,e4d396d7
18,19,5,5.6512494,3640,1,e4d396d7
19,20,6,3.8806329,7244,1,e4d396d7
20,21,7,8.62359,6594,1,e4d396d7
21,22,1,15.114416,6799,1,e4d396d7
22,23,2,6.7904735,1599,1,e4d396d7
0,1,2,370.88223,5300,3,eb93a46a
1,2,3,18.545359,5924,3,eb93a46a
2,3,4,24.965506,2111,3,eb93a46a
3,4,5,211.25783,4254,3,eb93a46a
4,5,1,404.14517,4290,3,eb93a46a
5,6,2,264.8437,6360,3,eb93a46a
6,7,3,76.892075,5106,3,eb93a46a
7,8,4,21.905195,5784,3,eb93a46a
8,9,5,434.91757,6048,3,eb93a46a
9,10,6,18.951408,3846,3,eb93a46a
10,11,7,139.55556,4031,3,eb93a46a
11,12,1,12.17463,1309,3,eb93a46a
12,13,2,49.85376,4560,3,eb93a46a
13,14,3,320.09488,6564,3,eb93a46a
14,15,4,97.54185,4544,3,eb93a46a
15,16,5,193.86441,4841,3,eb93a46a
16,17,6,186.63336,1626,3,eb93a46a
17,18,7,391.9581,971,3,eb93a46a
18,19,1,2.2376316,0,3,eb93a46a
19,20,2,18.47031,173,3,eb93a46a
20,21,3,12.863845,2273,3,eb93a46a
21,22,4,78.05107,2247,3,eb93a46a
22,23,5,65.94436,1920,3,eb93a46a
23,24,6,197.53072,2551,3,eb93a46a
24,25,7,26.792137,1504,3,eb93a46a
25,26,1,18.110388,2218,3,eb93a46a
26,27,2,287.1993,2446,3,eb93a46a
27,28,3,30.136623,150,3,eb93a46a
28,29,4,21.125,1,3,eb93a46a
0,1,5,28.793562,1103,2,9eb283e4
1,2,6,18.48819,608,2,9eb283e4
2,3,7,2.5064378,429,2,9eb283e4
3,4,1,1.3938482,0,2,9eb283e4
4,5,2,0.7514827,81,2,9eb283e4
5,6,4,0.7242256,0,2,9eb283e4
6,7,5,0.8455261,0,2,9eb283e4
7,8,6,11.148924,427,2,9eb283e4
8,9,7,2.2478423,2,2,9eb283e4
9,10,1,1.7259383,0,2,9eb283e4
10,11,2,1.1775886,0,2,9eb283e4
11,12,3,0.6333656,0,2,9eb283e4
12,13,4,0.520017,0,2,9eb283e4
13,14,5,0.5370344,0,2,9eb283e4
14,15,6,0.5535194,0,2,9eb283e4
15,16,7,0.5804872,0,2,9eb283e4
16,17,1,0.60078037,0,2,9eb283e4
17,18,4,0.6436553,0,2,9eb283e4
18,19,5,0.6803403,0,2,9eb283e4
19,20,7,0.7070434,0,2,9eb283e4
20,21,1,0.74866,0,2,9eb283e4
21,22,4,0.790138,0,2,9eb283e4
22,23,5,0.80679154,0,2,9eb283e4
23,24,7,0.8432833,0,2,9eb283e4
24,25,1,0.862776,0,2,9eb283e4
25,26,4,0.9103349,0,2,9eb283e4
26,27,5,0.9332791,0,2,9eb283e4
27,28,6,0.9492437,1,2,9eb283e4
28,29,7,9.340148,4,2,9eb283e4
29,30,3,57.030003,0,2,9eb283e4
30,31,5,83.458176,3,2,9eb283e4
31,32,6,60.06969,0,2,9eb283e4
32,33,7,28.267189,0,2,9eb283e4
33,34,1,2.5890195,6,2,9eb283e4
34,35,3,100.97939,0,2,9eb283e4
35,36,4,169.14551,0,2,9eb283e4
36,37,5,114.257645,121,2,9eb283e4
0,1,1,10.873012,2273,1,aa1700c7
1,2,2,10.078178,4586,1,aa1700c7
2,3,3,19.53047,3717,1,aa1700c7
3,4,4,7.7867227,2685,1,aa1700c7
4,5,5,53.499565,4600,1,aa1700c7
5,6,6,6.5699873,2885,1,aa1700c7
6,7,7,2.2222197,1033,1,aa1700c7
7,8,1,12.709366,4334,1,aa1700c7
8,9,2,12.912602,4493,1,aa1700c7
9,10,3,7.208925,1,1,aa1700c7
10,11,4,40.013485,1396,1,aa1700c7
11,12,5,9.883856,2207,1,aa1700c7
12,13,6,5.937681,2962,1,aa1700c7
13,14,7,0.77669555,0,1,aa1700c7
14,15,1,22.352621,1941,1,aa1700c7
15,16,2,28.03208,2418,1,aa1700c7
16,17,3,25.390026,1,1,aa1700c7
17,18,4,13.008743,0,1,aa1700c7
18,19,5,7.1618886,166,1,aa1700c7
19,20,6,3.972792,1332,1,aa1700c7
20,21,7,0.0,0,1,aa1700c7
21,22,1,0.0,0,1,aa1700c7
22,23,2,0.0,2,1,aa1700c7
0,1,3,54.845013,2024,3,f3020788
1,2,4,58.76708,3508,3,f3020788
2,3,5,7.967491,2784,3,f3020788
3,4,6,5.5975246,2046,3,f3020788
4,5,7,23.524614,3341,3,f3020788
5,6,1,40.60154,2899,3,f3020788
6,7,2,15.801814,2231,3,f3020788
7,8,3,9.800348,2209,3,f3020788
8,9,4,32.070488,3101,3,f3020788
9,10,5,10.66375,1620,3,f3020788
10,11,6,11.278709,2598,3,f3020788
11,12,7,13.609141,2993,3,f3020788
12,13,1,2.4835713,149,3,f3020788
13,14,2,12.686473,1350,3,f3020788
14,15,3,10.168817,24,3,f3020788
15,16,4,123.339554,2840,3,f3020788
16,18,6,3.327774,0,3,f3020788
17,19,7,11.059467,0,3,f3020788
18,21,2,70.916664,0,3,f3020788
19,22,3,1.3690245,0,3,f3020788
20,23,4,1.3999344,0,3,f3020788
21,24,5,0.49980915,0,3,f3020788
0,1,2,8.661437,1727,1,a922ef3f
1,2,3,4.795312,1961,1,a922ef3f
2,3,4,3.1179175,2702,1,a922ef3f
3,4,5,3.6237507,2768,1,a922ef3f
4,5,6,1.605894,273,1,a922ef3f
5,6,7,1.0,0,1,a922ef3f
6,9,3,4.129257,151,1,a922ef3f
7,10,4,6.171335,1995,1,a922ef3f
8,11,5,2.806516,1068,1,a922ef3f
9,12,6,1.3120095,13,1,a922ef3f
10,13,7,1.0759003,3,1,a922ef3f
11,14,1,0.8808565,0,1,a922ef3f
12,15,2,0.66987634,1,1,a922ef3f
13,16,3,2.821893,1514,1,a922ef3f
14,17,4,23.51554,1375,1,a922ef3f
15,18,5,3.0,1175,1,a922ef3f
16,19,6,3.0,0,1,a922ef3f
17,20,7,3.0,2,1,a922ef3f
18,21,1,3.0,1278,1,a922ef3f
0,1,5,21.353367,1936,1,ce6eeadf
1,2,6,17.90122,1761,1,ce6eeadf
2,3,7,5.362638,3201,1,ce6eeadf
3,4,1,58.029938,3507,1,ce6eeadf
4,5,2,2.2466867,904,1,ce6eeadf
5,6,3,47.90758,0,1,ce6eeadf
6,7,4,59.007793,0,1,ce6eeadf
7,8,5,18.108273,931,1,ce6eeadf
8,9,6,6.9443,0,1,ce6eeadf
9,10,7,10.034594,397,1,ce6eeadf
10,11,1,10.349109,2914,1,ce6eeadf
11,12,2,9.416171,2671,1,ce6eeadf
12,13,3,10.640431,2847,1,ce6eeadf
13,14,4,0.07979743,0,1,ce6eeadf
14,15,5,0.30806634,0,1,ce6eeadf
15,16,6,0.5086783,0,1,ce6eeadf
16,17,7,0.63038707,0,1,ce6eeadf
17,18,1,0.80733377,0,1,ce6eeadf
18,19,2,4.038216,999,1,ce6eeadf
19,20,3,14.478731,2729,1,ce6eeadf
20,21,4,11.410402,3166,1,ce6eeadf
21,22,5,5.707703,1712,1,ce6eeadf
22,23,7,2.0749228,0,1,ce6eeadf
23,24,1,36.260143,1529,1,ce6eeadf
24,25,2,13.25891,2339,1,ce6eeadf
25,26,3,11.654127,1956,1,ce6eeadf
26,27,4,33.916412,1988,1,ce6eeadf
27,28,5,19.999586,343,1,ce6eeadf
28,29,6,15.46562,230,1,ce6eeadf
29,30,1,6.9673996,0,1,ce6eeadf
30,31,2,3.7680182,1,1,ce6eeadf
31,32,3,4.0,0,1,ce6eeadf
32,33,4,6.1704545,4,1,ce6eeadf
0,1,1,10.479227,3922,3,e0283d3d
1,2,2,102.36388,6170,3,e0283d3d
2,3,3,23.962769,5581,3,e0283d3d
3,4,4,121.60748,5529,3,e0283d3d
4,5,5,10.411752,5974,3,e0283d3d
5,6,6,22.058054,5252,3,e0283d3d
6,7,7,22.618265,5660,3,e0283d3d
7,8,1,45.326485,6134,3,e0283d3d
8,9,2,13.152188,4447,3,e0283d3d
9,10,3,39.300938,6284,3,e0283d3d
10,11,4,370.89346,7525,3,e0283d3d
11,12,5,327.67694,6693,3,e0283d3d
12,13,6,51.09968,7717,3,e0283d3d
13,14,7,316.2077,8565,3,e0283d3d
14,15,1,342.99878,6396,3,e0283d3d
15,16,2,34.187622,3471,3,e0283d3d
16,17,3,145.18118,4536,3,e0283d3d
17,18,4,17.17552,6862,3,e0283d3d
18,19,5,18.407202,4756,3,e0283d3d
19,20,6,140.78564,6820,3,e0283d3d
20,21,7,24.94837,5043,3,e0283d3d
21,22,1,98.79093,6111,3,e0283d3d
22,23,2,720.6667,38,3,e0283d3d
0,1,1,25.414494,1142,2,c5462e87
1,2,2,16.59165,2778,2,c5462e87
2,3,3,42.372295,245,2,c5462e87
3,4,4,3.3834445,72,2,c5462e87
4,5,5,26.924543,4639,2,c5462e87
5,6,6,3.9553163,766,2,c5462e87
6,7,7,36.366962,560,2,c5462e87
7,8,1,3.5945628,1,2,c5462e87
8,9,2,2.1937964,0,2,c5462e87
9,10,3,16.198309,6,2,c5462e87
10,11,4,31.485146,492,2,c5462e87
11,12,5,8.221878,273,2,c5462e87
12,13,6,7.0470805,0,2,c5462e87
13,15,1,3.8576806,15,2,c5462e87
14,16,2,1.1709635,0,2,c5462e87
15,17,3,0.81529886,0,2,c5462e87
16,18,4,0.5023492,3,3,c5462e87
0,1,1,44.84175,2066,1,f44f1227
1,2,2,15.889821,1866,1,f44f1227
2,3,3,46.099995,2719,1,f44f1227
3,4,4,107.07381,5345,1,f44f1227
4,5,5,97.46323,4364,1,f44f1227
5,6,6,20.59187,3995,1,f44f1227
6,7,7,7.269558,4566,1,f44f1227
7,8,1,29.783232,1553,1,f44f1227
8,9,2,33.09285,1803,1,f44f1227
9,10,3,32.19036,1549,1,f44f1227
10,11,4,21.596699,2433,2,f44f1227
11,12,5,26.744219,2923,2,f44f1227
12,13,6,25.640656,3690,2,f44f1227
13,14,7,26.936954,3963,2,f44f1227
14,15,1,40.874992,3811,2,f44f1227
15,16,2,55.427227,5205,2,f44f1227
16,17,3,52.259495,3776,2,f44f1227
17,18,4,14.064479,480,2,f44f1227
18,19,5,7.3183446,251,2,f44f1227
0,1,5,23.860842,5351,1,fdf4691f
1,2,6,25.872465,5681,1,fdf4691f
2,3,7,27.50489,5490,1,fdf4691f
3,4,1,39.12126,6085,1,fdf4691f
4,5,2,14.176757,4862,1,fdf4691f
5,6,3,19.596323,5570,1,fdf4691f
6,7,4,15.936616,1933,1,fdf4691f
7,8,5,4.1007524,414,1,fdf4691f
8,9,6,48.496098,6513,1,fdf4691f
9,10,7,4.294197,2116,1,fdf4691f
10,11,1,17.798178,6415,1,fdf4691f
11,12,2,14.853403,5862,1,fdf4691f
12,13,3,10.200923,6388,1,fdf4691f
13,14,4,13.659588,5819,1,fdf4691f
14,15,5,11.26966,5882,1,fdf4691f
15,16,6,18.998869,6394,1,fdf4691f
16,17,7,6.90422,1070,1,fdf4691f
17,18,1,22.941008,5161,1,fdf4691f
18,19,2,14.039388,6633,1,fdf4691f
19,20,3,9.276152,4450,1,fdf4691f
20,21,4,1.0261778,0,1,fdf4691f
21,22,5,29.124645,6003,1,fdf4691f
22,23,6,39.201866,6146,1,fdf4691f
23,24,7,9.264832,871,1,fdf4691f
24,25,1,0.0,0,1,fdf4691f
0,1,3,66.231964,2399,3,db3b1dd1
1,2,4,113.0376,5632,3,db3b1dd1
2,3,5,9.831329,4722,3,db3b1dd1
3,4,6,32.200462,5241,3,db3b1dd1
4,5,7,16.046566,4677,3,db3b1dd1
5,6,1,75.665276,5244,3,db3b1dd1
6,7,2,78.77121,5137,3,db3b1dd1
7,8,3,55.752533,5716,3,db3b1dd1
8,9,4,108.88456,9097,3,db3b1dd1
9,10,5,14.358322,5863,3,db3b1dd1
10,11,6,41.139423,4540,3,db3b1dd1
11,12,7,19.572357,2930,3,db3b1dd1
12,13,1,137.86392,4224,3,db3b1dd1
13,14,2,114.24239,5399,3,db3b1dd1
14,15,3,94.00557,3657,3,db3b1dd1
15,16,4,34.07459,3609,3,db3b1dd1
16,17,5,68.582695,7747,3,db3b1dd1
17,18,6,10.72508,2646,3,db3b1dd1
18,19,7,34.047543,5175,3,db3b1dd1
19,20,1,13.367444,2844,3,db3b1dd1
20,21,2,27.9745,4890,3,db3b1dd1
21,22,3,29.792107,3242,3,db3b1dd1
22,23,4,458.83676,8709,3,db3b1dd1
23,24,5,0.5,0,3,db3b1dd1
0,1,3,19.831821,1647,3,ac1ad4a7
1,2,4,44.76634,4832,3,ac1ad4a7
2,3,5,55.751347,4739,3,ac1ad4a7
3,4,6,13.375532,1682,3,ac1ad4a7
4,5,7,9.583211,3401,3,ac1ad4a7
5,6,1,34.93033,1037,3,ac1ad4a7
6,7,2,46.665913,3804,3,ac1ad4a7
7,8,3,14.33363,3448,3,ac1ad4a7
8,9,4,68.498535,4251,3,ac1ad4a7
9,10,5,51.54841,5830,3,ac1ad4a7
10,11,6,58.659775,5712,3,ac1ad4a7
11,12,7,5.3241,38,3,ac1ad4a7
12,13,1,64.976814,4570,3,ac1ad4a7
13,14,2,40.632122,6062,3,ac1ad4a7
14,15,3,30.880747,2936,3,ac1ad4a7
15,16,4,52.575752,3963,3,ac1ad4a7
16,17,5,7.6937933,127,3,ac1ad4a7
17,18,6,28.439054,6527,3,ac1ad4a7
18,19,7,19.975018,7146,3,ac1ad4a7
19,20,1,43.56091,4198,3,ac1ad4a7
20,21,2,41.972546,5062,3,ac1ad4a7
21,22,3,47.8498,2431,3,ac1ad4a7
22,23,4,0.0,0,3,ac1ad4a7
0,1,5,240.05089,5679,1,e0869709
1,2,6,40.556477,369,1,e0869709
2,3,7,0.68060863,0,1,e0869709
3,4,1,0.78858835,0,1,e0869709
4,5,3,1.9379643,1,1,e0869709
5,6,4,3.22318,0,1,e0869709
6,7,5,6.1787047,0,1,e0869709
7,8,6,16.371292,0,1,e0869709
8,9,2,21.27614,0,2,e0869709
9,10,5,21.491045,0,2,e0869709
10,11,2,23.744812,0,2,e0869709
11,12,3,25.052805,0,2,e0869709
12,13,6,25.751942,0,2,e0869709
13,14,7,22.32792,0,2,e0869709
14,15,3,82.80242,246,2,e0869709
0,1,2,45.013348,1027,1,dc33dcef
1,2,3,54.01702,4058,1,dc33dcef
2,3,4,16.393965,3870,1,dc33dcef
3,4,5,17.644903,7216,1,dc33dcef
4,5,6,17.570957,2566,1,dc33dcef
5,6,7,15.077677,3321,1,dc33dcef
6,7,1,21.328484,3409,1,dc33dcef
7,8,2,10.376945,4032,1,dc33dcef
8,9,3,6.584002,3711,1,dc33dcef
9,10,4,15.874897,3385,1,dc33dcef
10,11,5,17.647093,6956,1,dc33dcef
11,12,6,29.133982,3516,1,dc33dcef
12,13,7,22.713984,1324,1,dc33dcef
13,14,1,52.518852,5380,1,dc33dcef
14,15,2,29.610554,4269,1,dc33dcef
15,16,3,85.44135,4422,1,dc33dcef
16,17,4,33.61872,6055,1,dc33dcef
17,18,5,9.956577,4360,1,dc33dcef
18,19,6,30.855024,3703,1,dc33dcef
19,20,7,22.916466,2411,1,dc33dcef
20,21,1,31.667625,3332,1,dc33dcef
21,22,2,22.408894,1107,1,dc33dcef
22,23,3,120.56253,3443,1,dc33dcef
23,24,4,21.867926,2600,1,dc33dcef
24,25,5,17.546068,2608,1,dc33dcef
25,26,6,36.5,10,1,dc33dcef
0,1,4,10.983073,1687,2,f35b607c
1,2,5,17.6844,4842,2,f35b607c
2,3,6,53.748825,2411,2,f35b607c
3,4,7,93.10216,3827,2,f35b607c
4,5,1,89.17506,3606,2,f35b607c
5,6,2,33.71379,3669,2,f35b607c
6,7,3,75.23285,4004,2,f35b607c
7,8,4,102.033134,4167,2,f35b607c
8,9,5,35.69007,3309,2,f35b607c
9,10,6,48.1929,3372,2,f35b607c
10,11,7,210.53323,5386,2,f35b607c
11,12,1,70.09627,2467,2,f35b607c
12,13,2,99.40868,4751,2,f35b607c
13,14,3,88.81508,3873,2,f35b607c
14,15,4,56.3908,4967,2,f35b607c
15,16,5,83.550766,4635,2,f35b607c
16,17,6,68.665535,4217,2,f35b607c
17,18,7,84.95084,4865,2,f35b607c
18,19,1,151.75443,5213,2,f35b607c
19,20,2,22.196808,2718,2,f35b607c
20,21,3,113.50576,5778,2,f35b607c
21,22,4,63.44139,4741,2,f35b607c
22,23,5,125.89125,5279,2,f35b607c
23,24,6,21.75,9,2,f35b607c
0,1,5,42.00136,768,1,de91310c
1,2,6,3.0,16,1,de91310c
2,3,7,3.0,0,1,de91310c
3,4,1,3.0,0,1,de91310c
4,11,1,3.0,0,1,de91310c
5,12,2,3.0,0,1,de91310c
6,17,7,3.0,0,1,de91310c
7,18,1,3.0,0,1,de91310c
8,22,5,3.0,0,1,de91310c
9,23,6,3.0,0,1,de91310c
0,1,5,16.697645,643,3,a40c8316
1,2,6,8.105259,1803,3,a40c8316
2,3,7,24.038507,1963,3,a40c8316
3,4,1,77.80275,2457,3,a40c8316
4,5,2,46.58315,1138,3,a40c8316
5,6,3,67.60298,2730,3,a40c8316
6,7,4,39.84909,1996,3,a40c8316
7,8,5,110.83158,1464,3,a40c8316
8,9,6,6.8197384,428,3,a40c8316
9,10,7,5.0005383,2325,3,a40c8316
